MIN=0	0	-10	-10
MAX=226,274169979695	1	10	10
SCALE=226,274169979695	0,5	5	5
DEC=1	0	2	2
DEF="Tiempo" t / s	"Nivel" I_2	"Tensión" U_A1 / V	"Tensión" U_B1 / V
0	0	0,005	0,515
0,1	0	0	0,52
0,2	0	-0,01	0,515
0,3	0	-0,01	0,515
0,4	0	-0,01	0,515
0,499	0	-0,005	0,51
0,6	0	0	0,505
0,699	0	0	0,5
0,8	0	-0,01	0,505
0,901	0	-0,01	0,51
1	0	0	0,51
1,1	0	-0,005	0,505
1,2	0	0,005	0,51
1,3	0	0,005	0,51
1,4	0	0,005	0,515
1,5	0	-0,01	0,5
1,601	0	0,005	0,515
1,7	0	1,925	0,505
1,8	0	1,91	0,52
1,9	0	1,925	0,51
2	0	1,925	0,5
2,099	0	1,93	0,515
2,199	0	1,925	0,525
2,3	0	1,915	0,515
2,399	0	1,92	0,515
2,5	0	1,915	0,505
2,6	0	1,925	0,51
2,7	0	1,915	0,495
2,8	0	1,925	0,54
2,899	0	1,92	0,535
3	0	1,92	0,515
3,099	0	1,925	0,52
3,2	0	1,925	0,52
3,299	0	1,91	0,52
3,399	0	1,925	0,52
3,5	0	1,925	0,515
3,6	0	1,925	0,505
3,7	0	1,925	0,505
3,8	0	1,925	0,51
3,899	0	1,925	0,52
4	0	1,91	0,515
4,099	0	1,925	0,52
4,199	0	1,925	0,51
4,299	0	1,925	0,505
4,399	0	1,925	0,515
4,499	0	1,925	0,505
4,599	0	1,91	0,505
4,699	0	1,92	0,515
4,8	0	1,92	0,515
4,899	0	1,925	0,515
5	0	1,925	0,51
5,1	0	1,925	0,515
5,2	0	1,91	0,525
5,3	0	1,925	0,52
5,4	0	1,925	0,51
5,499	0	1,925	0,505
5,6	0	1,91	0,52
5,699	0	1,925	0,525
5,799	0	1,925	0,515
5,899	0	1,925	0,505
6,001	0	1,925	0,52
6,1	0	1,925	0,53
6,199	0	1,915	0,535
6,299	0	1,915	0,55
6,4	0	1,925	0,57
6,5	0	1,925	0,59
6,6	0	1,92	0,605
6,7	0	1,92	0,63
6,8	0	1,925	0,655
6,899	0	1,925	0,67
7	0	1,915	0,675
7,1	0	1,925	0,705
7,199	0	1,925	0,725
7,3	0	1,915	0,745
7,399	0	1,925	0,76
7,499	0	1,915	0,77
7,6	0	1,925	0,8
7,7	0	1,925	0,815
7,8	0	1,92	0,825
7,9	0	1,925	0,865
8	0	1,925	0,875
8,1	0	1,925	0,89
8,2	0	1,92	0,91
8,3	0	1,91	0,915
8,399	0	1,925	0,94
8,499	0	1,925	0,95
8,6	0	1,925	0,97
8,7	0	1,925	0,99
8,8	0	1,925	1,01
8,9	0	1,92	1,025
9	0	1,92	1,055
9,1	0	1,925	1,055
9,2	0	1,925	1,085
9,299	0	1,92	1,1
9,4	0	1,92	1,11
9,5	0	1,92	1,12
9,599	0	1,925	1,15
9,7	0	1,92	1,15
9,799	0	1,925	1,17
9,9	0	1,915	1,185
10	0	1,925	1,2
10,1	0	1,92	1,225
10,199	0	1,925	1,235
10,3	0	1,925	1,255
10,399	0	1,92	1,275
10,499	0	1,925	1,29
10,599	0	1,925	1,295
10,7	0	1,925	1,325
10,799	0	1,915	1,34
10,899	0	1,915	1,355
11	0	1,925	1,37
11,1	0	1,925	1,38
11,199	0	1,915	1,39
11,3	0	1,925	1,405
11,399	0	1,91	1,43
11,5	0	1,925	1,44
11,6	0	1,91	1,45
11,7	0	1,92	1,465
11,799	0	1,915	1,485
11,899	0	1,925	1,495
12	0	1,925	1,505
12,099	0	1,925	1,5
12,2	0	1,92	1,52
12,299	0	1,925	1,53
12,399	0	1,925	1,535
12,499	0	1,915	1,535
12,599	0	1,925	1,555
12,7	0	1,92	1,56
12,8	0	1,915	1,565
12,899	0	1,92	1,58
12,999	0	1,915	1,58
13,1	0	1,92	1,595
13,2	0	1,915	1,59
13,299	0	1,91	1,615
13,399	0	1,915	1,615
13,5	0	1,915	1,63
13,6	0	1,925	1,63
13,701	0	1,92	1,655
13,8	0	1,925	1,66
13,9	0	1,925	1,665
14	0	1,925	1,675
14,1	0	1,915	1,675
14,2	0	1,92	1,695
14,3	0	1,925	1,695
14,399	0	1,925	1,715
14,5	0	1,91	1,725
14,599	0	1,925	1,73
14,699	0	1,925	1,735
14,8	0	1,92	1,76
14,899	0	1,925	1,76
14,999	0	1,925	1,77
15,1	0	1,925	1,785
15,2	0	1,91	1,795
15,299	0	1,92	1,81
15,399	0	1,925	1,815
15,5	0	1,925	1,845
15,599	0	1,92	1,855
15,7	0	1,915	1,86
15,8	0	1,93	1,88
15,899	0	1,92	1,895
15,999	0	1,915	1,905
16,1	0	1,91	1,905
16,2	0	1,925	1,91
16,299	0	1,92	1,92
16,4	0	1,915	1,935
16,5	0	1,925	1,94
16,599	0	1,925	1,94
16,7	0	1,925	1,95
16,799	0	1,925	1,965
16,899	0	1,92	1,97
17	0	1,91	1,975
17,1	0	1,93	1,98
17,201	0	1,92	1,995
17,3	0	1,92	2
17,4	0	1,915	2,01
17,5	0	1,925	2,01
17,6	0	1,925	2,015
17,7	0	1,915	2,03
17,8	0	1,915	2,04
17,9	0	1,925	2,035
17,999	0	1,925	2,05
18,099	0	1,925	2,06
18,2	0	1,925	2,06
18,299	0	1,925	2,06
18,4	0	1,925	2,06
18,499	0	1,91	2,085
18,599	0	1,92	2,095
18,7	0	1,925	2,09
18,8	0	1,92	2,1
18,899	0	1,925	2,11
19	0	1,915	2,11
19,1	0	1,91	2,125
19,199	0	1,92	2,125
19,299	0	1,925	2,135
19,4	0	1,925	2,135
19,499	0	1,925	2,145
19,599	0	1,91	2,15
19,7	0	1,915	2,15
19,799	0	1,925	2,165
19,9	0	1,92	2,165
20	0	1,925	2,17
20,1	0	1,92	2,18
20,2	0	1,925	2,18
20,3	0	1,915	2,19
20,399	0	1,925	2,195
20,499	0	1,92	2,195
20,6	0	1,925	2,195
20,7	0	1,91	2,215
20,8	0	1,925	2,21
20,899	0	1,92	2,225
21	0	1,925	2,225
21,1	0	1,91	2,235
21,2	0	1,925	2,245
21,3	0	1,915	2,24
21,4	0	1,925	2,255
21,499	0	1,925	2,26
21,6	0	1,925	2,255
21,699	0	1,925	2,265
21,8	0	1,925	2,275
21,899	0	1,925	2,27
21,999	0	1,91	2,275
22,1	0	1,915	2,275
22,199	0	1,92	2,295
22,299	0	1,925	2,29
22,4	0	1,92	2,295
22,5	0	1,925	2,295
22,599	0	1,925	2,315
22,7	0	1,925	2,3
22,799	0	1,925	2,315
22,9	0	1,92	2,325
23	0	1,92	2,32
23,1	0	1,91	2,325
23,199	0	1,925	2,33
23,3	0	1,92	2,34
23,4	0	1,925	2,345
23,5	0	1,925	2,35
23,6	0	1,925	2,35
23,7	0	1,925	2,36
23,8	0	1,92	2,365
23,9	0	1,925	2,37
24	0	1,915	2,38
24,1	0	1,925	2,375
24,2	0	1,925	2,395
24,3	0	1,915	2,395
24,399	0	1,925	2,39
24,5	0	1,925	2,405
24,599	0	1,915	2,405
24,699	0	1,925	2,41
24,799	0	1,925	2,415
24,899	0	1,925	2,41
25	0	1,925	2,42
25,1	0	1,925	2,425
25,199	0	1,925	2,435
25,3	0	1,925	2,445
25,4	0	1,915	2,44
25,499	0	1,92	2,455
25,6	0	1,925	2,455
25,7	0	1,925	2,46
25,8	0	1,92	2,455
25,9	0	1,91	2,465
26	0	1,925	2,465
26,101	0	1,925	2,475
26,2	0	1,925	2,475
26,299	0	1,92	2,49
26,401	0	1,915	2,49
26,499	0	1,925	2,475
26,599	0	1,915	2,505
26,7	0	1,915	2,495
26,8	0	1,915	2,495
26,899	0	1,925	2,495
26,999	0	1,92	2,52
27,099	0	1,925	2,505
27,2	0	1,92	2,515
27,301	0	1,915	2,525
27,4	0	1,925	2,53
27,499	0	1,925	2,525
27,601	0	1,925	2,535
27,7	0	1,915	2,545
27,799	0	1,925	2,545
27,9	0	1,925	2,55
27,999	0	1,91	2,55
28,1	0	1,92	2,565
28,2	0	1,925	2,56
28,3	0	1,92	2,565
28,401	0	1,92	2,57
