MIN=0	0	-10	-10
MAX=113,137084989848	1	10	10
SCALE=113,137084989848	0,5	5	5
DEC=1	0	2	2
DEF="Tiempo" t / s	"Nivel" I_2	"Tensión" U_A1 / V	"Tensión" U_B1 / V
0	0	-0,01	0,515
0,1	0	0	0,515
0,2	0	0	0,53
0,3	0	-0,01	0,525
0,399	0	0	0,515
0,5	0	-0,01	0,52
0,6	0	0	0,535
0,699	0	0	0,53
0,8	0	0	0,515
0,9	0	1,5	0,535
0,999	0	1,515	0,525
1,099	0	1,515	0,525
1,201	0	1,515	0,535
1,299	0	1,5	0,525
1,399	0	1,51	0,52
1,5	0	1,51	0,535
1,601	0	1,505	0,53
1,699	0	1,51	0,53
1,799	0	1,51	0,52
1,901	0	1,515	0,535
2	0	1,505	0,52
2,1	0	1,515	0,53
2,199	0	1,5	0,53
2,301	0	1,515	0,53
2,399	0	1,505	0,52
2,499	0	1,515	0,52
2,601	0	1,515	0,53
2,701	0	1,515	0,535
2,8	0	1,5	0,53
2,9	0	1,505	0,53
2,999	0	1,51	0,535
3,101	0	1,515	0,535
3,2	0	1,51	0,525
3,299	0	1,51	0,535
3,399	0	1,505	0,525
3,5	0	1,515	0,515
3,6	0	1,5	0,525
3,7	0	1,5	0,53
3,801	0	1,515	0,535
3,901	0	1,505	0,53
3,999	0	1,505	0,53
4,1	0	1,5	0,53
4,201	0	1,515	0,53
4,3	0	1,505	0,53
4,401	0	1,5	0,53
4,5	0	1,51	0,53
4,601	0	1,505	0,535
4,7	0	1,505	0,535
4,8	0	1,515	0,53
4,901	0	1,51	0,515
5	0	1,5	0,52
5,101	0	1,515	0,53
5,2	0	1,5	0,525
5,301	0	1,505	0,535
5,4	0	1,51	0,535
5,501	0	1,515	0,515
5,6	0	1,515	0,48
5,701	0	1,515	0,475
5,801	0	1,5	0,49
5,9	0	1,51	0,5
6	0	1,51	0,52
6,1	0	1,495	0,53
6,201	0	1,51	0,555
6,3	0	1,515	0,57
6,4	0	1,51	0,57
6,501	0	1,505	0,6
6,6	0	1,5	0,615
6,7	0	1,505	0,625
6,8	0	1,51	0,63
6,9	0	1,515	0,655
7,001	0	1,505	0,67
7,1	0	1,515	0,695
7,201	0	1,51	0,7
7,3	0	1,505	0,715
7,4	0	1,505	0,725
7,501	0	1,51	0,745
7,6	0	1,51	0,765
7,701	0	1,495	0,765
7,8	0	1,51	0,78
7,9	0	1,505	0,8
8	0	1,5	0,805
8,1	0	1,51	0,825
8,201	0	1,505	0,83
8,3	0	1,51	0,855
8,401	0	1,515	0,865
8,501	0	1,5	0,86
8,599	0	1,505	0,88
8,701	0	1,505	0,9
8,801	0	1,51	0,915
8,9	0	1,51	0,925
9	0	1,51	0,94
9,101	0	1,5	0,955
9,2	0	1,515	0,955
9,301	0	1,515	0,975
9,4	0	1,515	0,995
9,501	0	1,495	0,99
9,6	0	1,505	1,01
9,7	0	1,515	1,025
9,801	0	1,515	1,025
9,901	0	1,515	1,045
10,001	0	1,5	1,06
10,1	0	1,505	1,05
10,2	0	1,51	1,07
10,3	0	1,51	1,09
10,4	0	1,505	1,095
10,501	0	1,505	1,115
10,6	0	1,505	1,13
10,7	0	1,51	1,13
10,8	0	1,5	1,135
10,901	0	1,515	1,16
11	0	1,51	1,16
11,101	0	1,515	1,185
11,2	0	1,51	1,195
11,301	0	1,51	1,205
11,4	0	1,505	1,22
11,502	0	1,495	1,225
11,601	0	1,51	1,24
11,701	0	1,5	1,24
11,801	0	1,505	1,255
11,901	0	1,5	1,27
12	0	1,5	1,275
12,101	0	1,515	1,285
12,201	0	1,495	1,29
