MIN=0	-10	-10
MAX=8	10	10
SCALE=8	5	5
DEC=2	2	2
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V
0	-0,025	-0,03
0,02	-0,04	-0,04
0,04	0,01	-0,03
0,06	0,035	-0,025
0,08	0,01	-0,025
0,1	-0,035	-0,04
0,12	-0,02	-0,025
0,14	0,02	-0,025
0,16	0,015	-0,045
0,18	0,01	-0,025
0,2	-0,02	-0,025
0,22	-0,015	-0,035
0,24	0,015	-0,035
0,26	0,01	-0,025
0,28	0	-0,025
0,3	-0,025	-0,03
0,32	-0,005	-0,03
0,34	0,025	-0,025
0,36	0	-0,035
0,38	-0,01	-0,035
0,4	0,005	-0,02
0,42	-0,005	-0,03
0,44	-0,01	-0,045
0,46	0,01	-0,03
0,48	0	-0,03
0,5	0,005	-0,025
0,52	-0,01	-0,035
0,54	-0,005	-0,03
0,56	0,005	-0,03
0,58	4,79	-0,045
0,6	4,795	-0,035
0,62	4,8	-0,025
0,64	4,8	-0,02
0,66	4,8	-0,025
0,68	4,785	-0,03
0,7	4,795	-0,02
0,72	4,8	0
0,74	4,795	0,03
0,76	4,795	0,075
0,78	4,8	0,13
0,8	4,79	0,19
0,82	4,795	0,265
0,84	4,8	0,375
0,86	4,8	0,48
0,88	4,79	0,58
0,9	4,785	0,695
0,92	4,785	0,845
0,94	4,8	0,98
0,96	4,8	1,13
0,98	4,785	1,245
1	4,805	1,375
1,02	4,805	1,5
1,04	4,79	1,6
1,06	4,785	1,735
1,08	4,8	1,85
1,1	4,8	1,96
1,12	4,8	2,06
1,14	4,79	2,19
1,16	4,795	2,22
1,18	4,805	2,38
1,2	4,795	2,445
1,22	4,795	2,54
1,24	4,81	2,64
1,26	4,8	2,675
1,28	4,8	2,72
1,3	4,795	2,805
1,32	4,805	2,915
1,34	4,81	2,935
1,36	4,805	2,95
1,38	4,795	3,03
1,4	4,81	3,135
1,42	4,815	3,215
1,44	4,8	3,22
1,46	4,805	3,22
1,48	4,81	3,27
1,5	4,81	3,39
1,52	4,81	3,415
1,54	4,805	3,385
1,56	4,815	3,36
1,58	4,81	3,59
1,6	4,8	3,53
1,62	4,8	3,585
1,64	4,81	3,545
1,66	4,8	3,695
1,68	4,805	3,71
1,7	4,795	3,805
1,72	4,81	3,83
1,74	4,81	3,84
1,76	4,795	3,85
1,78	4,82	3,84
1,8	4,81	3,89
1,82	4,81	3,835
1,84	4,795	3,95
1,86	4,8	3,985
1,88	4,82	4,045
1,9	4,8	4,045
1,92	4,8	4,185
1,94	4,8	4,175
1,96	4,81	4,12
1,98	4,8	4,19
2	4,805	4,255
2,02	4,815	4,3
2,04	4,815	4,27
2,06	4,81	4,34
2,08	4,795	4,3
2,1	4,81	4,32
2,12	4,815	4,405
2,14	4,815	4,47
2,16	4,81	4,395
2,18	4,815	4,355
2,2	4,8	4,415
2,22	4,795	4,49
2,24	4,8	4,56
2,26	4,815	4,41
2,28	4,81	4,41
2,3	4,815	4,42
2,32	4,795	4,47
2,34	4,8	4,6
2,36	4,82	4,415
2,38	4,805	4,57
2,4	4,8	4,405
2,42	4,815	4,655
2,44	4,82	4,46
2,46	4,82	4,645
2,48	4,81	4,57
2,5	4,8	4,705
2,52	4,81	4,765
2,54	4,815	4,695
2,56	4,805	4,57
2,58	4,795	4,705
2,6	4,81	4,745
2,62	4,81	4,72
2,64	4,82	4,61
2,66	4,81	4,625
2,68	4,8	4,785
2,7	4,82	4,94
2,72	4,82	4,87
2,74	4,81	4,915
2,76	4,805	4,865
2,78	4,81	4,83
2,8	4,805	4,8
2,82	4,805	4,825
2,84	4,8	4,79
2,86	4,81	4,83
2,88	4,8	4,715
2,9	4,815	4,81
2,92	4,8	4,885
2,94	4,81	4,925
2,96	4,8	4,935
2,98	4,795	4,96
3	4,805	4,935
3,02	4,815	4,985
3,04	4,81	4,82
3,06	4,8	4,845
3,08	4,8	4,925
3,1	4,815	4,95
3,12	4,815	4,995
3,14	4,81	5,06
3,16	4,8	4,91
3,18	4,815	4,955
3,2	4,815	5,02
3,22	4,805	5,135
3,24	4,805	4,93
3,26	4,8	5,03
3,28	4,815	5,08
3,3	4,815	5,06
3,32	4,81	5,07
3,34	4,81	5,205
3,36	4,8	4,98
3,38	4,81	5,09
3,4	4,805	5,085
3,42	4,8	5,04
3,44	4,8	5,045
3,46	4,8	5,035
3,48	4,815	5,01
3,5	4,81	5,075
3,52	4,8	5,115
3,54	4,8	5,005
3,56	4,81	5,155
3,58	4,8	5,01
3,6	4,79	5,085
3,62	4,795	5,185
3,64	4,81	5,19
3,66	4,81	5,195
3,68	4,81	5,18
3,7	4,795	5,2
3,72	4,81	5,225
3,74	4,81	5,05
3,76	4,785	5,085
3,78	4,805	5,17
3,8	4,81	5,16
3,82	4,8	5,12
3,84	4,8	5,11
3,86	4,795	5,09
3,88	4,805	5,11
3,9	4,81	5,055
3,92	4,81	5,055
3,94	4,795	5,085
3,96	4,8	5,015
3,98	4,81	5,155
4	4,795	4,98
4,02	4,795	5,145
4,04	4,8	5,095
4,06	4,81	5,2
4,08	4,81	5,115
4,1	4,8	5,22
4,12	4,8	5,14
4,14	4,805	5,115
4,16	4,81	5,195
4,18	4,8	5,09
4,2	4,795	5,085
4,22	4,81	5,07
4,24	4,81	5,22
4,26	4,815	5,155
4,28	4,81	5,22
4,3	4,805	5,005
4,32	4,81	5,255
4,34	4,81	5,035
4,36	4,8	5,31
4,38	4,795	5,11
4,4	4,81	5,2
4,42	4,81	5,15
4,44	4,81	5,135
4,46	4,8	5,285
4,48	4,81	5,25
4,5	4,815	5,15
4,52	4,81	5,22
4,54	4,8	5,15
4,56	4,815	5,195
4,58	4,81	5,32
4,6	4,795	5,11
4,62	4,795	5,225
4,64	4,8	5,36
4,66	4,815	5,21
4,68	4,81	5,18
4,7	4,8	5,365
4,72	4,81	5,355
4,74	4,815	5,2
4,76	4,82	5,29
4,78	4,795	5,325
4,8	4,805	5,325
4,82	4,81	5,23
4,84	4,815	5,37
4,86	4,81	5,32
4,88	4,8	5,17
4,9	4,81	5,22
4,92	4,815	5,26
4,94	4,82	5,075
4,96	4,8	5,19
4,98	4,795	5,23
5	4,81	5,195
5,02	4,815	5,24
5,04	4,81	5,07
5,06	4,8	5,25
5,08	4,8	5,295
5,1	4,815	5,17
5,12	4,82	5,355
5,14	4,805	5,25
5,16	4,795	5,165
5,18	4,81	5,325
5,2	4,815	5,24
5,22	4,82	5,08
5,24	4,82	5,33
5,26	4,795	5,25
5,28	4,8	5,105
5,3	4,82	5,36
5,32	4,815	5,28
5,34	4,81	5,285
5,36	4,81	5,355
5,38	4,815	5,38
