MIN=0	-10	-10
MAX=40	10	10
SCALE=40	5	5
DEC=1	2	2
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V
0	7,05	-0,015
0,1	7,05	-0,005
0,201	7,055	-0,005
0,3	7,045	-0,015
0,4	7,06	6,735
0,501	7,065	6,73
0,601	7,05	6,72
0,7	7,05	6,71
0,799	7,065	6,71
0,9	7,05	6,72
1,001	7,06	6,71
1,101	7,045	6,71
1,199	7,055	6,7
1,3	7,055	6,71
1,401	7,04	6,725
1,5	7,04	6,72
1,601	7,04	6,715
1,701	7,045	6,715
1,8	7,035	6,72
1,9	7,045	6,71
1,999	7,03	6,715
2,099	7,045	6,715
2,199	7,03	6,715
2,299	7,03	6,71
2,4	7,03	6,715
2,5	7,03	6,705
2,599	7,025	6,715
2,7	7,01	6,715
2,8	7,025	6,715
2,9	7,025	6,725
3	7,025	6,705
3,1	7,025	6,705
3,201	7,025	6,705
3,3	7,015	6,715
3,4	7,025	6,7
3,501	7,02	6,72
3,6	7,015	6,715
3,7	7	6,72
3,8	7,005	6,71
3,9	7,025	6,705
4	7,03	6,71
4,1	7,06	6,71
4,2	7,07	6,71
4,3	7,105	6,705
4,4	7,125	6,715
4,5	7,14	6,72
4,6	7,175	6,715
4,7	7,195	6,71
4,801	7,215	6,705
4,9	7,24	6,71
5,001	7,255	6,715
5,1	7,275	6,7
5,199	7,305	6,705
5,3	7,32	6,715
5,4	7,355	6,72
5,5	7,375	6,705
5,601	7,4	6,695
5,701	7,42	6,72
5,8	7,445	6,71
5,901	7,455	6,7
6	7,485	6,705
6,101	7,5	6,71
6,2	7,52	6,715
6,3	7,555	6,72
6,401	7,575	6,705
6,5	7,59	6,705
6,601	7,605	6,72
6,701	7,63	6,715
6,8	7,66	6,72
6,9	7,685	6,715
7	7,71	6,705
7,1	7,725	6,71
7,2	7,755	6,72
7,3	7,775	6,715
7,4	7,795	6,715
7,5	7,815	6,705
7,6	7,83	6,715
7,7	7,865	6,715
7,8	7,885	6,715
7,9	7,89	6,705
8,001	7,915	6,71
8,1	7,94	6,71
8,2	7,975	6,715
8,301	7,995	6,7
8,4	8,01	6,705
8,5	8,03	6,705
8,601	8,065	6,705
8,7	8,07	6,71
8,8	8,105	6,71
8,9	8,13	6,71
8,999	8,14	6,71
9,1	8,16	6,71
9,2	8,195	6,71
9,3	8,22	6,71
9,4	8,245	6,72
9,5	8,275	6,71
9,599	8,28	6,715
9,7	8,3	6,71
9,8	8,325	6,715
9,9	8,35	6,715
10	8,375	6,7
10,1	8,405	6,72
10,2	8,425	6,705
10,3	8,435	6,71
10,399	8,465	6,7
10,5	8,485	6,715
10,6	8,51	6,705
10,7	8,545	6,71
10,8	8,565	6,71
10,9	8,57	6,71
11	8,61	6,715
11,101	8,625	6,7
11,201	8,63	6,71
11,3	8,64	6,7
11,4	8,64	6,705
11,5	8,63	6,715
11,6	8,645	6,705
11,699	8,645	6,72
11,8	8,645	6,715
11,9	8,645	6,715
12	8,64	6,71
12,1	8,63	6,705
12,2	8,63	6,71
12,3	8,645	6,715
12,399	8,65	6,715
12,5	8,63	6,71
12,6	8,65	6,71
12,701	8,645	6,71
12,8	8,645	6,7
12,9	8,64	6,72
13,001	8,63	6,7
13,1	8,645	6,7
13,2	8,645	6,72
13,301	8,645	6,71
13,4	8,63	6,71
13,5	8,645	6,71
13,6	8,635	6,705
13,7	8,645	6,705
13,801	8,63	6,71
13,901	8,645	6,71
14	8,63	6,7
14,1	8,645	6,71
14,2	8,635	6,705
14,3	8,645	6,705
14,4	8,645	6,695
14,5	8,63	6,7
14,601	8,635	6,695
14,7	8,635	6,705
14,8	8,645	6,695
14,901	8,635	6,7
15	8,645	6,705
15,099	8,645	6,705
15,199	8,635	6,715
15,3	8,63	6,71
15,4	8,63	6,71
15,499	8,635	6,695
15,601	8,64	6,7
15,699	8,63	6,7
15,8	8,645	6,705
15,901	8,645	6,715
16,001	8,63	6,71
16,1	8,63	6,69
16,2	8,645	6,715
16,3	8,64	6,72
16,401	8,63	6,705
16,5	8,645	6,715
16,601	8,645	6,715
16,701	8,64	6,7
16,801	8,63	6,71
16,9	8,63	6,705
17	8,635	6,71
17,1	8,645	6,71
17,201	8,645	6,7
17,301	8,63	6,705
17,4	8,635	6,695
17,5	8,635	6,71
17,6	8,635	6,705
17,7	8,645	6,715
17,8	8,63	6,71
17,901	8,635	6,715
18	8,645	6,7
18,1	8,645	6,71
18,201	8,645	6,705
18,3	8,63	6,715
18,4	8,64	6,715
18,5	8,645	6,71
18,6	8,645	6,715
18,701	8,645	6,705
18,801	8,635	6,715
18,9	8,645	6,71
19	8,645	6,705
19,1	8,63	6,705
19,2	8,64	6,715
19,299	8,63	6,72
19,4	8,64	6,715
19,501	8,63	6,71
19,601	8,64	6,71
19,701	8,645	6,715
19,8	8,645	6,715
19,901	8,64	6,715
20	8,645	6,71
20,101	8,645	6,71
20,2	8,64	6,705
20,3	8,63	6,71
20,4	8,64	6,71
20,5	8,645	6,715
20,6	8,64	6,715
20,699	8,645	6,715
20,8	8,635	6,715
20,9	8,64	6,72
21,001	8,645	6,715
21,1	8,64	6,71
21,2	8,65	6,705
21,3	8,645	6,71
21,4	8,645	6,705
21,5	8,63	6,715
21,601	8,63	6,7
21,701	8,64	6,71
21,801	8,645	6,715
21,9	8,645	6,71
21,999	8,64	6,71
22,099	8,645	6,705
22,2	8,645	6,705
22,3	8,645	6,715
22,399	8,63	6,71
22,5	8,63	6,715
22,6	8,635	6,72
22,699	8,645	6,705
22,8	8,645	6,715
22,9	8,635	6,705
23	8,645	6,705
23,1	8,65	6,705
23,199	8,645	6,715
23,3	8,645	6,71
23,401	8,645	6,715
23,5	8,63	6,72
23,601	8,64	6,715
23,7	8,63	6,705
23,801	8,63	6,71
23,9	8,63	6,71
24	8,635	6,715
24,101	8,645	6,72
24,201	8,64	6,715
