MIN=0	-10	-10
MAX=16	10	10
SCALE=16	5	5
DEC=2	2	2
DEF="Tiempo" t / s	"Tensión" U_A1 / V	"Tensión" U_B1 / V
0	-0,005	-0,005
0,02	-0,005	-0,005
0,04	-0,02	-0,015
0,06	-0,01	-0,01
0,08	-0,01	-0,015
0,1	0,005	0
0,12	-0,005	-0,005
0,14	-0,025	-0,02
0,16	0,005	0
0,18	-0,005	-0,005
0,2	-0,005	-0,005
0,22	-0,015	-0,015
0,24	-0,015	-0,015
0,26	-0,005	-0,01
0,28	-0,005	-0,01
0,3	0,005	0
0,32	0	0
0,34	-0,015	-0,015
0,36	0,005	0
0,38	0	0
0,4	-0,005	-0,005
0,42	-0,015	-0,015
0,44	-0,015	-0,015
0,46	-0,01	-0,01
0,48	0	-0,005
0,5	0,005	0,005
0,52	0	0
0,54	-0,015	-0,015
0,56	-0,005	-0,01
0,58	0,005	0
0,6	-0,01	-0,01
0,62	-0,005	-0,005
0,64	-0,01	-0,015
0,66	-0,015	-0,015
0,68	-0,015	-0,015
0,7	-0,015	-0,015
0,72	9,52	0
0,74	9,505	-0,015
0,76	9,515	-0,01
0,78	9,525	0
0,8	9,525	0
0,82	9,525	0
0,84	9,52	-0,005
0,86	9,52	-0,005
0,88	9,505	-0,015
0,9	9,505	-0,015
0,92	9,505	-0,015
0,94	9,52	-0,005
0,96	9,52	-0,005
0,98	9,505	-0,015
1	9,51	-0,015
1,02	9,525	0
1,04	9,505	-0,015
1,06	9,525	0,15
1,08	9,525	0,13
1,1	9,52	0,1
1,12	9,51	0,075
1,14	9,515	0,065
1,16	9,515	0,05
1,18	9,52	0,04
1,2	9,505	0,175
1,22	9,505	0,145
1,24	9,505	0,12
1,26	9,525	0,105
1,28	9,51	0,23
1,3	9,52	0,2
1,32	9,52	0,26
1,34	9,505	0,26
1,36	9,525	0,22
1,38	9,52	0,325
1,4	9,52	0,365
1,42	9,515	0,355
1,44	9,505	0,435
1,46	9,505	0,4
1,48	9,51	0,44
1,5	9,525	0,52
1,52	9,525	0,58
1,54	9,505	0,605
1,56	9,505	0,64
1,58	9,52	0,68
1,6	9,505	0,715
1,62	9,5	0,75
1,64	9,51	0,8
1,66	9,515	0,83
1,68	9,525	0,84
1,7	9,52	0,92
1,72	9,52	0,975
1,74	9,525	0,97
1,76	9,525	1,07
1,78	9,52	1,065
1,8	9,505	1,145
1,82	9,505	1,16
1,84	9,52	1,22
1,86	9,52	1,3
1,88	9,515	1,345
1,9	9,52	1,39
1,92	9,505	1,41
1,94	9,51	1,465
1,96	9,52	1,535
1,98	9,505	1,58
2	9,505	1,64
2,02	9,51	1,68
2,04	9,52	1,71
2,06	9,525	1,8
2,08	9,52	1,84
2,1	9,505	1,87
2,12	9,51	1,935
2,14	9,525	2,005
2,16	9,51	2,015
2,18	9,505	2,095
2,2	9,525	2,165
2,22	9,525	2,21
2,24	9,525	2,245
2,26	9,525	2,295
2,28	9,52	2,34
2,3	9,51	2,4
2,32	9,515	2,465
2,34	9,52	2,53
2,36	9,52	2,58
2,38	9,51	2,615
2,4	9,505	2,685
2,42	9,505	2,71
2,44	9,515	2,795
2,46	9,515	2,825
2,48	9,505	2,89
2,5	9,525	2,965
2,52	9,52	3
2,54	9,505	3,035
2,56	9,505	3,095
2,58	9,51	3,15
2,6	9,52	3,22
2,62	9,52	3,26
2,64	9,52	3,305
2,66	9,52	3,36
2,68	9,505	3,425
2,7	9,505	3,47
2,72	9,515	3,505
2,74	9,52	3,59
2,76	9,51	3,61
2,78	9,505	3,67
2,8	9,515	3,71
2,82	9,52	3,78
2,84	9,525	3,83
2,86	9,525	3,865
2,88	9,52	3,92
2,9	9,52	3,975
2,92	9,505	4,005
2,94	9,525	4,07
2,96	9,52	4,105
2,98	9,515	4,145
3	9,505	4,185
3,02	9,505	4,225
3,04	9,505	4,265
3,06	9,51	4,3
3,08	9,515	4,36
3,1	9,525	4,41
3,12	9,505	4,425
3,14	9,51	4,48
3,16	9,505	4,515
3,18	9,52	4,555
3,2	9,51	4,595
3,22	9,505	4,63
3,24	9,51	4,665
3,26	9,515	4,72
3,28	9,515	4,74
3,3	9,52	4,78
3,32	9,52	4,83
3,34	9,505	4,85
3,36	9,525	4,9
3,38	9,52	4,92
3,4	9,505	4,945
3,42	9,505	4,965
3,44	9,505	5,005
3,46	9,515	5,045
3,48	9,525	5,09
3,5	9,525	5,12
3,52	9,51	5,15
3,54	9,515	5,19
3,56	9,52	5,22
3,58	9,52	5,245
3,6	9,51	5,26
3,62	9,505	5,3
3,64	9,515	5,335
3,66	9,52	5,355
3,68	9,525	5,4
3,7	9,52	5,42
3,72	9,515	5,43
3,74	9,525	5,475
3,76	9,515	5,475
3,78	9,515	5,52
3,8	9,525	5,535
3,82	9,525	5,575
3,84	9,515	5,575
3,86	9,515	5,615
3,88	9,52	5,64
3,9	9,515	5,645
3,92	9,525	5,69
3,94	9,52	5,7
3,96	9,505	5,695
3,98	9,515	5,74
4	9,52	5,77
4,02	9,52	5,785
4,04	9,52	5,8
4,06	9,515	5,815
4,08	9,51	5,83
4,1	9,51	5,85
4,12	9,52	5,88
